100,1.77008003978
200,2.89086363504
300,4.64555394756
400,6.51336976456
500,8.10254129746
600,9.39425343608
700,11.8576522516
800,12.7714396012
900,14.6274023043
1000,13.061941902
1100,17.0936901331
1200,18.821555304
1300,19.327621254
1400,17.5026169607
1500,21.0759442786
1600,23.3552783048
1700,26.9926836705
1800,26.7447208847
1900,26.9571971432
2000,30.5122785015
2100,27.3030205927
2200,29.0302942094
2300,36.2113092926
2400,37.0162282219
2500,32.7921380879
2600,32.3474611357
2700,36.3067819011
2800,36.8416636492
2900,38.5125328191
3000,35.6120650688
3100,49.474823849
3200,43.7553703479
3300,40.907065468
3400,46.6664556516
3500,41.900111839
3600,45.3993543229
3700,43.3766666768
3800,50.3277389915
3900,61.3779540673
4000,62.0061285563
4100,60.948301818
4200,50.4881269337
4300,56.4402629789
4400,58.4310971002
4500,73.0753104522
4600,53.8245976016
4700,79.1397016508
4800,60.5277816976
4900,57.8510460985
5000,63.3367381535
5100,71.2565365349
5200,71.1203180043
5300,70.424221069
5400,72.8783193375
5500,76.2892549435
5600,72.4762674083
5700,93.4642970638
5800,75.2104275132
5900,67.83070921
6000,74.5202203508
6100,64.7197094029
6200,79.7872726789
6300,62.0371006022
6400,85.3746503936
6500,90.3904105448
6600,84.6478400203
6700,79.9616658668
6800,67.6670916333
6900,89.7750361309
7000,84.4286881019
7100,89.3536017192
7200,99.1268545364
7300,76.68579348
7400,99.5981290042
7500,82.8123189105
7600,85.3664007841
7700,84.7182053176
7800,93.1647650546
7900,84.8606698826
8000,96.3019538535
8100,86.5235721756
8200,89.0466049556
8300,86.8977844608
8400,103.249958203
8500,113.177880184
8600,107.54485759
8700,84.2024804989
8800,89.7449926073
8900,81.1487723466
9000,93.962068483
9100,89.7337420016
9200,89.0432060089
9300,88.0585273764
9400,111.306607913
9500,101.624503342
9600,104.376093916
9700,103.627418352
9800,99.3856768973
9900,104.855273193
10000,128.001699241
10100,116.398812353
10200,129.778287606
10300,111.38891039
10400,113.444544105
10500,109.789128325
10600,114.217428697
10700,117.87234947
10800,128.790652101
10900,132.482518164
11000,120.374416251
11100,137.291939423
11200,137.349502685
11300,125.108178585
11400,133.146427175
11500,151.610035803
11600,116.641820707
11700,130.002900625
11800,118.159012925
11900,126.041590109
12000,124.698502063
12100,127.657046257
12200,120.961869673
12300,118.579389429
12400,128.343396902
12500,148.107171113
12600,126.212166412
12700,148.379801981
12800,152.960101291
12900,146.758872027
13000,144.803678919
13100,146.087359407
13200,141.427297336
13300,138.336228427
13400,151.426372426
13500,162.490718169
13600,145.524479263
13700,167.698996722
13800,171.546531764
13900,156.210597841
14000,152.492676968
14100,154.113702
14200,155.930026672
14300,185.036063548
14400,167.138698529
14500,127.052778453
14600,151.334165232
14700,125.237243039
14800,143.820269203
14900,148.967329187
15000,149.06826647
15100,153.079031376
15200,129.291572774
15300,175.288921291
15400,155.24975508
15500,162.308094644
15600,152.982418026
15700,174.810306883
15800,151.095035855
15900,190.720066165
16000,190.672478852
