100,1.98778564869
200,4.03371596881
300,6.41130819396
400,7.30600070579
500,9.3761029088
600,10.5717990269
700,13.6821455943
800,11.6750834175
900,13.6400019187
1000,15.2133049824
1100,16.8067309113
1200,17.2443060514
1300,21.5035848542
1400,20.4462103056
1500,25.9340635786
1600,30.7447500023
1700,26.4704812258
1800,30.3669041146
1900,32.3652969223
2000,28.7032019432
2100,32.6723561746
2200,39.1707231655
2300,33.8283726913
2400,44.6643628623
2500,47.0117716499
2600,40.2354179134
2700,51.3089524207
2800,51.3149365675
2900,42.3852349251
3000,44.9226789356
3100,38.0883820824
3200,47.9990973642
3300,53.1456905745
3400,49.4608876187
3500,54.9079631722
3600,54.9104646258
3700,56.2964748012
3800,57.8864890968
3900,61.3058761261
4000,64.9325175622
4100,66.6345559801
4200,71.3387273832
4300,62.3786934764
4400,59.4270410454
4500,65.870728511
4600,80.7383717159
4700,94.0294689505
4800,96.6184375748
4900,97.3836357516
5000,98.8693026171
5100,86.4356215312
5200,85.5836019424
5300,98.3304034672
5400,107.236601812
5500,109.951804544
5600,114.277190797
5700,109.729266613
5800,83.606779301
5900,90.7104002167
6000,86.8933914888
6100,92.2883935829
6200,92.0768993945
6300,89.8664650144
6400,89.4163074685
6500,98.5339025701
6600,91.4395553015
6700,107.879597347
6800,103.239188137
6900,112.003726917
7000,106.519156177
7100,117.422876242
7200,110.172726339
7300,109.033707693
7400,113.316846123
7500,108.823326045
7600,127.024757241
7700,116.894254522
7800,117.439601843
7900,121.44599937
8000,118.222079646
8100,118.83260813
8200,130.205622752
8300,110.609902108
8400,134.19148398
8500,138.055588914
8600,134.736526294
8700,120.969554018
8800,119.383179537
8900,127.946859764
9000,106.471669849
9100,138.05701781
9200,132.820405362
9300,131.769857772
9400,134.945976885
9500,139.634108616
9600,146.943125085
9700,140.885584166
9800,157.283869716
9900,149.208283322
10000,148.250641536
10100,157.267179537
10200,170.364455621
10300,168.588258112
10400,179.611363947
10500,149.373536935
10600,177.09560894
10700,176.875965968
10800,176.65681174
10900,184.178353775
11000,152.353293416
11100,196.283651213
11200,163.106760532
11300,206.870084153
11400,206.007993543
11500,197.575505911
11600,165.579466774
11700,157.740086019
11800,176.140208109
11900,163.325346094
12000,177.203436342
12100,172.338276889
12200,184.73328783
12300,172.754208796
12400,172.531575697
12500,190.918848028
12600,188.653606325
12700,180.272122515
12800,193.57171587
12900,190.00471478
13000,193.431263481
13100,193.978362887
13200,167.351271552
13300,210.893428285
13400,191.818351021
13500,209.766165409
13600,197.324286707
13700,198.957860705
13800,206.425462473
13900,167.950386776
14000,225.603681719
14100,184.20823802
14200,228.469466066
14300,231.542782648
14400,217.83811282
14500,198.806076462
14600,194.912194549
14700,222.307692592
14800,208.532999304
14900,200.07464038
15000,216.11261052
15100,205.385843247
15200,209.700705473
15300,230.382888449
15400,179.740889939
15500,242.531614946
15600,210.173261509
15700,232.32041063
15800,226.954533495
15900,227.443839328
16000,242.504290354
