100,60.8973357532
200,112.138920267
300,162.455794137
400,212.896674682
500,249.812996303
600,303.851128085
700,352.158134626
800,408.319018704
900,452.091499198
1000,501.229111366
1100,542.392666579
1200,589.059200969
1300,610.83665236
1400,670.505300389
1500,714.748326794
1600,758.591184944
1700,794.93813025
1800,845.294429827
1900,884.842330251
2000,921.73389445
2100,936.574510674
2200,996.606644157
2300,1050.00834834
2400,1050.85284784
2500,1087.38899079
2600,1135.92183578
2700,1181.40164306
2800,1216.07546593
2900,1242.68373506
3000,1274.76595653
3100,1298.85258556
3200,1353.40376422
3300,1345.20521465
3400,1425.06047369
3500,1430.46387559
3600,1486.71212942
3700,1454.82645868
3800,1583.94772632
3900,1570.11252877
4000,1548.88353173
4100,1641.4730703
4200,1654.81812908
4300,1713.65454466
4400,1709.31478752
4500,1713.31281828
4600,1767.58808373
4700,1809.64677506
4800,1811.41333885
4900,1814.48768338
5000,1932.76323869
5100,1982.31154224
5200,1962.58517716
5300,1941.76500338
5400,2040.37571196
5500,2013.33547159
5600,2167.07649618
5700,2113.82619479
5800,2078.51258007
5900,2196.5651898
6000,2079.66977595
6100,2236.5099428
6200,2254.31551481
6300,2221.68773627
6400,2251.12074485
6500,2210.91192189
6600,2328.51266565
6700,2302.07064683
6800,2422.74897588
6900,2316.15447594
7000,2377.51877926
7100,2313.01583134
7200,2458.85313865
7300,2533.76427204
7400,2560.60666823
7500,2467.68521742
7600,2438.02894693
7700,2578.0067591
7800,2463.89995453
7900,2706.16556938
8000,2685.34545247
8100,2518.51792767
8200,2599.4207074
8300,2533.6125499
8400,2771.44660985
8500,2689.21159251
8600,2708.20185184
8700,2778.50962834
8800,2840.66881776
8900,2811.68536482
9000,2775.49949635
9100,2829.11574953
9200,2765.32817833
9300,2866.41704182
9400,2684.60816979
9500,2912.67917384
9600,2903.66080116
9700,3030.25892916
9800,2926.18135319
9900,2840.1460373
10000,2989.88225608
10100,2861.08943676
10200,3201.23769705
10300,3040.26243975
10400,3026.68418209
10500,3138.35566629
10600,2949.32161378
10700,3134.73445696
10800,3093.62248176
10900,3270.78098468
11000,3106.87093016
11100,3074.95469725
11200,3116.99321876
11300,3120.32787527
11400,3228.97501203
11500,3227.42392206
11600,3153.67335377
11700,2991.97455136
11800,3262.14045396
11900,3077.08824581
12000,3469.4164206
12100,3189.57727372
12200,3093.78973685
12300,3321.36545042
12400,3097.17156207
12500,3390.58868608
12600,3340.81520201
12700,3178.21871723
12800,3334.76246217
12900,3175.10231135
13000,3357.03391761
13100,3363.25313591
13200,3417.38590852
13300,3404.93768135
13400,3368.11888922
13500,3191.36226415
13600,3433.82272865
13700,3435.04600329
13800,3513.57175127
13900,3356.83906545
14000,3200.97991424
14100,3405.35703967
14200,3291.98895377
14300,3704.92659382
14400,3677.80259769
14500,3163.12724497
14600,3539.54307827
14700,3290.51704564
14800,3641.08109123
14900,3638.97027166
15000,3477.78711361
15100,3581.01134156
15200,3678.72839963
15300,3612.77172063
15400,3486.62168063
15500,3523.48143968
15600,3541.53736736
15700,3644.03448383
15800,3324.1415682
15900,3513.56928643
16000,3628.41816997
